stator_od,stack_length,airgap,turns_per_coil,magnet_rem,slot_pole_combo,Kv,Torque,Kt_theoretical,Bg,Weight_kg
56.4,28.8,0.71,85,1.25,12N14P,20.6,0.285,0.4919,1.0,0.34
61.8,25.6,0.88,32,1.27,24N22P,24.8,0.273,0.3644,1.02,0.36
52.1,54.5,0.67,76,1.26,12N10P,11.7,0.45,0.7742,1.01,0.54
80.0,19.1,0.77,51,1.29,12N8P,36.5,0.445,0.2895,1.03,0.45
103.8,54.8,0.7,74,1.11,36N30P,2.3,2.881,4.0762,0.89,2.17
80.6,33.9,0.87,31,1.13,18N16P,24.1,1.143,0.4117,0.9,0.81
67.0,54.7,0.85,26,1.29,18N16P,18.6,0.958,0.5253,1.03,0.9
41.7,23.7,0.83,71,1.22,36N30P,13.4,0.114,0.7133,0.98,0.15
78.3,32.4,0.91,57,1.19,12N8P,18.8,0.907,0.4921,0.95,0.73
99.9,30.9,0.71,41,1.3,9N6P,26.8,1.896,0.3584,1.04,1.13
63.0,51.3,0.89,48,1.21,12N14P,18.4,0.596,0.5321,0.97,0.75
98.6,12.0,0.57,11,1.28,24N22P,91.9,0.651,0.0972,1.02,0.43
113.5,37.4,0.73,11,1.16,9N6P,83.5,3.027,0.1183,0.93,1.77
57.7,19.2,0.95,59,1.2,12N10P,42.7,0.181,0.2205,0.96,0.23
51.6,30.6,0.63,16,1.14,12N10P,111.6,0.25,0.0822,0.91,0.3
112.5,34.5,0.92,43,1.22,24N22P,8.7,3.498,1.1784,0.98,1.6
46.7,59.3,0.59,50,1.21,12N14P,19.3,0.393,0.4774,0.97,0.48
41.6,56.1,0.85,29,1.13,24N20P,22.4,0.185,0.424,0.9,0.36
82.3,56.6,0.51,55,1.12,24N20P,5.7,1.698,1.672,0.9,1.41
116.4,22.2,0.73,35,1.1,18N16P,22.7,2.332,0.4347,0.88,1.11
75.1,42.3,0.51,34,1.27,12N14P,23.2,0.984,0.3988,1.02,0.88
45.7,23.7,0.85,52,1.16,24N20P,25.4,0.123,0.3646,0.93,0.18
91.8,41.9,0.81,62,1.14,12N10P,12.2,2.143,0.785,0.91,1.3
84.9,23.0,0.97,99,1.28,12N14P,13.7,0.934,0.7081,1.02,0.61
71.3,27.0,0.99,71,1.29,24N22P,8.8,0.468,1.0005,1.03,0.5
58.0,31.6,0.6,64,1.1,12N14P,27.2,0.381,0.3706,0.88,0.39
64.8,31.7,0.76,44,1.23,24N20P,15.9,0.485,0.6356,0.98,0.49
115.9,41.5,0.55,55,1.25,36N30P,3.3,3.769,2.9046,1.0,2.05
97.1,28.6,0.52,65,1.29,18N16P,10.1,2.003,1.0206,1.03,0.99
103.0,37.8,0.88,52,1.25,12N8P,12.2,2.78,0.7314,1.0,1.47
107.0,20.3,0.71,80,1.21,24N20P,7.8,1.307,1.2234,0.97,0.85
107.1,16.1,0.72,81,1.26,18N16P,13.7,1.179,0.7677,1.01,0.68
93.0,55.2,0.74,50,1.23,12N14P,10.3,2.093,0.9143,0.98,1.75
56.3,49.1,0.73,58,1.2,18N16P,11.2,0.374,0.8215,0.96,0.57
108.9,45.2,0.52,22,1.23,18N16P,17.6,2.861,0.5849,0.98,1.97
55.8,19.2,0.58,69,1.19,36N30P,12.0,0.141,0.7579,0.95,0.22
67.2,40.7,0.89,81,1.14,24N22P,6.1,0.825,1.4363,0.91,0.68
66.9,13.7,0.56,26,1.13,24N20P,61.8,0.229,0.1557,0.9,0.23
82.7,36.6,0.94,25,1.14,12N8P,38.2,0.786,0.2469,0.91,0.92
87.8,46.1,0.51,72,1.17,24N20P,4.7,1.427,1.9894,0.94,1.31
118.3,20.7,0.53,66,1.2,12N10P,16.9,1.897,0.5684,0.96,1.06
84.2,52.4,0.61,18,1.18,24N20P,16.7,1.592,0.5441,0.94,1.37
55.6,29.0,0.52,27,1.23,24N20P,34.3,0.255,0.3087,0.98,0.33
40.2,13.0,0.9,52,1.19,9N6P,150.0,0.052,0.0668,0.95,0.08
69.8,34.2,0.53,71,1.28,12N10P,16.3,0.698,0.6291,1.02,0.61
91.8,25.3,0.89,39,1.24,18N16P,19.1,1.215,0.485,0.99,0.78
54.1,16.6,0.5,77,1.17,36N30P,13.7,0.141,0.6998,0.94,0.18
116.0,31.6,0.57,53,1.19,9N6P,17.6,2.983,0.5074,0.95,1.56
103.3,41.4,0.53,82,1.29,36N30P,2.6,2.68,3.9684,1.03,1.62
56.7,54.0,0.65,46,1.11,24N20P,10.2,0.569,0.8946,0.89,0.64
46.8,39.5,0.98,30,1.21,12N10P,53.9,0.3,0.1857,0.97,0.32
51.8,37.2,0.68,20,1.13,36N30P,24.3,0.217,0.3717,0.9,0.37
119.9,41.6,0.77,18,1.21,24N22P,15.6,4.765,0.6325,0.97,2.2
75.0,58.3,0.84,77,1.15,9N6P,11.9,1.055,0.8316,0.92,1.21
113.8,44.9,0.95,32,1.12,12N14P,19.4,4.033,0.5296,0.9,2.14
59.2,13.5,0.71,39,1.18,24N22P,48.2,0.122,0.2101,0.94,0.17
97.8,34.3,0.94,95,1.21,24N22P,3.8,2.053,2.2208,0.97,1.21
57.0,22.8,0.56,67,1.28,9N6P,37.8,0.224,0.2405,1.02,0.27
51.2,25.5,0.65,32,1.14,24N22P,34.0,0.177,0.2714,0.91,0.25
82.3,55.1,0.81,12,1.24,24N20P,25.6,1.56,0.3883,0.99,1.37
78.6,13.9,0.63,92,1.26,36N30P,8.3,0.453,1.1001,1.01,0.32
60.6,42.8,0.65,72,1.19,12N10P,14.9,0.449,0.6375,0.95,0.58
92.0,39.4,0.98,53,1.12,12N8P,15.0,1.539,0.6174,0.9,1.23
50.2,44.1,0.81,85,1.26,18N16P,9.2,0.286,1.0011,1.01,0.41
54.0,38.5,0.95,68,1.11,9N6P,29.6,0.339,0.3296,0.89,0.41
114.9,17.0,0.81,52,1.19,24N22P,13.8,1.827,0.7023,0.95,0.82
40.5,32.7,0.97,30,1.15,24N20P,36.7,0.093,0.2501,0.92,0.2
53.8,24.5,0.66,38,1.2,12N8P,56.1,0.216,0.1715,0.96,0.26
119.0,25.1,0.56,83,1.27,9N6P,14.1,2.664,0.6915,1.02,1.31
110.1,13.1,0.89,26,1.19,18N16P,51.0,0.856,0.1938,0.95,0.58
76.5,35.0,0.78,56,1.23,36N30P,6.5,0.975,1.59,0.98,0.75
110.8,52.2,0.98,87,1.13,9N6P,8.3,3.766,1.2313,0.9,2.36
90.1,57.8,0.79,32,1.11,12N8P,16.1,2.211,0.5342,0.89,1.72
67.5,44.0,0.99,35,1.25,24N20P,12.5,0.822,0.7353,1.0,0.74
94.0,31.2,0.63,39,1.27,24N22P,10.9,1.223,0.845,1.02,1.01
51.4,23.9,0.87,26,1.11,18N16P,58.9,0.18,0.1493,0.89,0.23
54.9,14.8,0.82,21,1.22,12N14P,157.8,0.141,0.0588,0.98,0.16
45.0,30.0,0.8,12,1.19,18N16P,119.5,0.123,0.0809,0.95,0.22
100.1,54.7,0.93,40,1.11,12N10P,13.0,2.959,0.7008,0.89,2.01
58.4,34.5,0.6,12,1.17,24N20P,60.9,0.453,0.1625,0.94,0.43
97.0,20.8,0.52,39,1.12,36N30P,12.0,0.739,0.7725,0.9,0.72
71.0,15.1,0.93,36,1.26,12N14P,62.5,0.33,0.1384,1.01,0.28
92.7,26.7,0.72,24,1.22,18N16P,26.7,1.176,0.315,0.98,0.84
73.6,31.0,0.52,88,1.16,18N16P,9.9,0.692,1.0148,0.93,0.62
100.2,11.0,0.62,51,1.27,24N22P,23.6,0.606,0.416,1.02,0.41
53.8,41.0,0.64,81,1.18,9N6P,21.8,0.398,0.4518,0.94,0.44
107.9,25.0,0.81,80,1.26,24N22P,6.3,1.904,1.5773,1.01,1.07
62.0,59.7,0.5,71,1.17,18N16P,7.5,0.756,1.3352,0.94,0.84
47.4,39.1,0.94,36,1.25,24N22P,20.8,0.195,0.4634,1.0,0.32
66.9,36.5,0.65,44,1.23,12N8P,25.0,0.523,0.3804,0.98,0.6
61.8,59.2,0.91,97,1.11,12N14P,8.1,0.816,1.1144,0.89,0.83
115.0,36.8,0.62,67,1.25,12N14P,8.3,2.975,1.0355,1.0,1.79
46.4,38.5,0.96,30,1.21,12N14P,51.2,0.211,0.1796,0.97,0.3
42.5,26.7,0.86,76,1.13,24N20P,17.9,0.132,0.5407,0.9,0.18
109.9,47.0,0.89,68,1.1,36N30P,2.8,2.902,3.3552,0.88,2.09
64.7,59.1,0.7,54,1.12,24N22P,8.0,1.031,1.3264,0.9,0.91
87.6,10.4,0.96,57,1.19,24N20P,27.4,0.449,0.3542,0.95,0.29
41.4,43.2,0.93,72,1.25,24N22P,9.9,0.205,0.886,1.0,0.27
103.3,31.5,0.69,45,1.27,24N20P,8.5,1.724,1.0818,1.02,1.24
116.0,21.1,0.82,93,1.18,12N8P,13.1,1.617,0.7802,0.94,1.04
88.6,28.8,0.77,80,1.15,36N30P,4.9,1.202,2.0345,0.92,0.83
56.6,30.8,0.55,31,1.14,12N14P,53.1,0.302,0.1773,0.91,0.36
97.7,32.6,0.86,60,1.12,12N8P,15.1,1.768,0.6181,0.9,1.14
68.5,52.6,0.96,93,1.26,18N16P,5.1,1.004,1.7961,1.01,0.91
75.5,34.1,0.56,49,1.22,24N20P,11.2,1.004,0.8931,0.98,0.71
48.4,10.8,0.66,71,1.25,12N14P,71.1,0.082,0.1317,1.0,0.09
105.7,12.7,0.96,19,1.24,18N16P,71.5,0.804,0.1369,0.99,0.52
104.9,31.3,0.92,44,1.16,24N22P,10.8,1.575,0.968,0.93,1.27
109.6,13.9,0.74,24,1.14,36N30P,26.9,1.141,0.3636,0.91,0.61
79.8,39.0,0.65,92,1.28,24N22P,4.3,1.162,2.1214,1.02,0.91
59.3,53.8,0.76,82,1.27,18N16P,6.4,0.575,1.4193,1.02,0.7
114.5,43.5,0.69,74,1.26,36N30P,2.5,3.281,4.0615,1.01,2.1
99.8,33.4,0.51,40,1.28,24N20P,9.6,1.639,0.9981,1.02,1.22
77.2,44.9,0.82,59,1.2,12N10P,13.2,1.234,0.7042,0.96,0.98
57.1,47.0,0.84,80,1.27,36N30P,4.3,0.592,2.3142,1.02,0.56
79.2,14.5,0.95,61,1.11,36N30P,12.9,0.319,0.6662,0.89,0.33
70.0,20.7,0.93,42,1.27,12N8P,45.3,0.425,0.2198,1.02,0.37
43.9,20.0,0.93,62,1.18,24N20P,24.4,0.091,0.3552,0.94,0.14
84.6,42.8,0.5,69,1.27,12N8P,10.7,1.282,0.9253,1.02,1.13
62.5,44.2,0.57,79,1.22,36N30P,4.1,0.607,2.304,0.98,0.63
107.8,56.2,0.68,89,1.2,12N14P,5.2,4.304,1.8844,0.96,2.4
67.5,22.5,0.55,67,1.26,12N14P,24.9,0.505,0.3711,1.01,0.38
94.7,20.0,0.81,76,1.28,9N6P,24.4,1.165,0.3994,1.02,0.66
104.1,58.0,0.77,50,1.18,36N30P,3.0,2.875,3.1009,0.94,2.31
106.2,44.1,0.6,55,1.21,36N30P,3.3,3.511,2.7293,0.97,1.83
74.7,48.9,0.92,51,1.16,12N10P,16.4,1.23,0.6165,0.93,1.0
84.2,17.4,0.79,88,1.29,24N20P,9.2,0.665,0.9586,1.03,0.45
107.5,56.9,0.94,73,1.27,12N8P,5.8,4.95,1.6379,1.02,2.42
83.3,53.5,0.6,26,1.1,12N10P,26.8,1.656,0.3701,0.88,1.36
83.3,57.0,0.96,91,1.2,18N16P,4.4,2.1,2.2249,0.96,1.45
75.4,29.9,0.58,68,1.17,12N14P,18.2,0.599,0.5199,0.94,0.62
93.5,32.8,0.89,33,1.2,24N22P,13.0,1.35,0.6997,0.96,1.05
97.2,21.7,0.88,17,1.12,9N6P,103.2,0.918,0.0869,0.9,0.75
42.8,51.9,0.84,16,1.21,18N16P,56.2,0.189,0.1794,0.97,0.35
118.9,31.5,0.82,42,1.3,12N8P,16.0,2.971,0.5944,1.04,1.64
98.7,38.3,0.56,88,1.29,36N30P,2.7,2.455,3.7575,1.03,1.37
119.6,20.5,0.62,35,1.19,18N16P,23.0,2.08,0.4478,0.95,1.08
68.0,26.6,0.53,43,1.27,9N6P,46.2,0.571,0.2147,1.02,0.45
113.3,29.9,0.78,11,1.11,12N10P,86.0,2.506,0.1202,0.89,1.41
69.5,18.2,0.99,71,1.19,24N22P,16.4,0.318,0.6057,0.95,0.32
61.4,59.5,0.52,41,1.16,36N30P,6.3,0.787,1.5069,0.93,0.82
87.1,52.7,0.57,11,1.17,24N22P,29.8,2.106,0.3438,0.94,1.47
55.9,23.5,0.84,46,1.15,36N30P,15.2,0.158,0.5891,0.92,0.27
93.7,54.5,0.97,95,1.23,36N30P,1.9,3.08,5.1418,0.98,1.76
74.3,24.3,0.95,65,1.27,24N22P,10.9,0.524,0.849,1.02,0.49
97.6,49.8,0.98,66,1.18,36N30P,2.9,2.122,3.2653,0.94,1.74
61.0,40.6,0.67,57,1.28,9N6P,23.6,0.522,0.3884,1.02,0.56
50.6,44.4,0.91,80,1.16,12N14P,15.7,0.299,0.5831,0.93,0.42
108.1,34.8,0.74,82,1.26,12N10P,8.5,2.927,1.1299,1.01,1.49
104.5,46.9,0.78,47,1.14,36N30P,4.3,2.438,2.2853,0.91,1.88
64.0,39.0,0.83,87,1.15,12N14P,13.0,0.481,0.7108,0.92,0.59
50.2,56.1,0.87,82,1.3,9N6P,15.8,0.429,0.6311,1.04,0.52
118.8,15.5,0.83,63,1.22,24N22P,12.4,1.514,0.8225,0.98,0.8
117.6,41.2,0.76,26,1.14,9N6P,30.8,3.556,0.3135,0.91,2.09
97.5,17.6,0.65,61,1.1,24N22P,14.2,0.963,0.6699,0.88,0.61
110.6,56.0,0.57,88,1.1,36N30P,1.8,3.531,5.2589,0.88,2.52
115.2,51.7,0.63,12,1.26,12N10P,36.2,4.576,0.263,1.01,2.52
110.9,41.5,0.65,78,1.29,18N16P,4.7,3.304,2.0261,1.03,1.88
66.6,44.0,0.66,22,1.2,36N30P,13.9,0.702,0.6676,0.96,0.72
54.8,54.3,0.92,26,1.1,24N22P,22.4,0.559,0.478,0.88,0.6
66.0,12.1,0.7,78,1.24,12N10P,41.2,0.199,0.2217,0.99,0.19
106.2,57.9,0.66,86,1.12,12N10P,5.4,3.123,1.7255,0.9,2.4
91.4,44.7,0.63,10,1.26,18N16P,41.7,1.727,0.2244,1.01,1.37
109.6,21.4,0.56,96,1.11,24N22P,6.7,1.805,1.4617,0.89,0.94
74.3,44.0,0.82,96,1.26,24N20P,4.3,0.91,2.2663,1.01,0.89
46.1,45.6,0.85,77,1.24,12N10P,17.7,0.284,0.5604,0.99,0.36
53.5,59.4,0.94,50,1.19,36N30P,5.8,0.403,1.5887,0.95,0.62
101.4,12.4,0.87,75,1.26,9N6P,36.9,0.648,0.2575,1.01,0.47
112.1,46.5,0.76,46,1.27,12N10P,10.0,3.318,0.8855,1.02,2.15
110.1,22.9,0.78,88,1.22,12N10P,11.3,1.682,0.7863,0.98,1.02
70.4,39.4,0.88,22,1.25,12N10P,43.1,0.882,0.2175,1.0,0.72
74.6,34.1,0.93,63,1.12,12N10P,18.1,0.722,0.5118,0.9,0.7
62.3,35.3,0.69,47,1.28,24N20P,12.3,0.406,0.7581,1.02,0.5
100.2,12.1,0.91,42,1.14,12N10P,54.7,0.675,0.1675,0.91,0.45
55.4,41.1,0.74,49,1.13,12N14P,22.2,0.333,0.3584,0.9,0.46
86.2,13.1,0.97,31,1.17,24N20P,44.3,0.409,0.2345,0.94,0.36
114.3,25.7,1.0,89,1.16,24N22P,5.4,1.88,1.7518,0.93,1.23
47.9,11.8,0.7,43,1.22,9N6P,154.5,0.088,0.0629,0.98,0.1
109.8,18.7,0.97,31,1.12,12N14P,41.4,1.303,0.2058,0.9,0.83
106.0,49.7,0.56,53,1.29,12N10P,8.8,3.136,1.0527,1.03,2.05
94.8,10.5,0.71,40,1.18,12N10P,73.4,0.392,0.1363,0.94,0.35
59.6,23.2,0.67,75,1.15,12N10P,28.5,0.244,0.3415,0.92,0.3
53.6,35.0,1.0,89,1.24,12N10P,16.7,0.281,0.5776,0.99,0.37
118.8,11.1,0.89,63,1.22,24N20P,17.1,1.04,0.588,0.98,0.58
64.1,14.4,0.97,27,1.29,12N10P,89.2,0.208,0.0908,1.03,0.22
76.5,30.6,0.86,80,1.12,9N6P,20.0,0.685,0.4504,0.9,0.66
98.0,24.1,0.91,13,1.22,12N14P,87.3,1.27,0.108,0.98,0.85
117.0,15.3,0.76,87,1.29,36N30P,5.6,1.46,1.7542,1.03,0.77
102.3,53.9,0.51,96,1.16,12N10P,5.3,3.524,1.7964,0.93,2.07
91.7,38.0,0.85,58,1.13,24N20P,7.3,1.485,1.3169,0.9,1.17
82.2,11.0,0.93,33,1.15,12N14P,104.6,0.379,0.0982,0.92,0.27
75.8,47.4,0.66,16,1.18,24N22P,22.5,1.159,0.3919,0.94,1.0
66.6,31.1,0.81,31,1.25,12N8P,43.9,0.571,0.2291,1.0,0.51
109.2,50.5,0.98,32,1.25,12N8P,13.8,3.738,0.6366,1.0,2.21
45.3,47.8,0.91,51,1.17,18N16P,17.7,0.303,0.538,0.94,0.36
100.4,28.6,0.57,40,1.25,18N16P,14.6,1.511,0.6286,1.0,1.06
67.0,17.4,0.89,96,1.13,9N6P,37.3,0.327,0.2697,0.9,0.29
42.1,26.0,0.87,17,1.24,18N16P,95.2,0.117,0.0959,0.99,0.17
85.3,11.0,0.86,29,1.21,36N30P,31.2,0.443,0.284,0.97,0.29
72.4,49.5,0.62,52,1.21,24N20P,7.1,1.24,1.3034,0.97,0.95
116.4,12.7,0.94,95,1.21,24N22P,10.0,1.122,0.9838,0.97,0.63
54.2,22.2,0.75,32,1.17,9N6P,99.7,0.175,0.0959,0.94,0.24
102.5,59.8,0.53,56,1.27,12N10P,7.2,4.506,1.2745,1.02,2.31
41.3,51.3,0.95,86,1.27,12N14P,15.2,0.177,0.6356,1.02,0.32
48.5,44.8,0.78,96,1.23,24N20P,5.9,0.29,1.4447,0.98,0.39
70.8,29.6,0.69,11,1.29,12N14P,109.4,0.573,0.0856,1.03,0.55
96.7,28.7,0.69,12,1.13,12N8P,85.7,1.684,0.1093,0.9,0.99
113.9,36.1,0.82,17,1.19,18N16P,28.0,2.778,0.3623,0.95,1.72
114.2,47.1,0.53,93,1.26,12N10P,5.3,5.207,1.8461,1.01,2.26
104.8,44.3,0.74,95,1.27,12N14P,6.0,2.776,1.6272,1.02,1.79
92.2,16.8,0.72,49,1.17,36N30P,13.3,0.667,0.7719,0.94,0.52
80.3,28.5,0.85,87,1.17,24N20P,6.9,0.686,1.3371,0.94,0.68
83.1,36.0,0.97,63,1.2,36N30P,5.2,1.123,1.94,0.96,0.91
82.4,50.0,0.75,38,1.29,12N14P,15.5,1.81,0.5826,1.03,1.25
118.4,23.7,0.75,11,1.24,12N8P,80.3,1.948,0.1115,0.99,1.22
62.0,14.9,0.65,57,1.12,24N20P,30.1,0.199,0.3386,0.9,0.21
88.5,44.6,0.93,40,1.22,24N20P,8.6,1.546,1.1059,0.98,1.28
67.9,38.9,0.96,60,1.2,36N30P,6.4,0.63,1.6173,0.96,0.66
74.6,24.8,0.64,20,1.19,24N22P,36.7,0.537,0.2545,0.95,0.51
97.4,48.9,0.73,33,1.23,36N30P,5.5,2.989,1.6823,0.98,1.71
47.0,53.8,0.8,52,1.16,9N6P,29.8,0.346,0.321,0.93,0.44
45.7,20.8,0.55,90,1.13,9N6P,50.3,0.122,0.207,0.9,0.16
61.8,37.8,0.54,41,1.26,12N8P,29.8,0.448,0.3486,1.01,0.53
50.1,32.4,0.95,25,1.22,18N16P,44.4,0.265,0.207,0.98,0.3
51.0,46.9,0.79,85,1.17,18N16P,9.1,0.333,1.0067,0.94,0.45
86.9,23.0,0.78,48,1.21,12N8P,27.8,1.02,0.335,0.97,0.64
45.1,51.5,0.74,76,1.23,24N22P,7.8,0.287,1.2212,0.98,0.39
62.0,40.6,0.74,76,1.11,12N8P,15.4,0.586,0.6066,0.89,0.57
74.1,16.1,0.67,82,1.23,24N20P,14.1,0.325,0.6944,0.98,0.32
45.2,46.2,0.76,54,1.29,12N10P,25.0,0.276,0.4085,1.03,0.35
55.8,17.2,0.55,49,1.12,12N8P,68.8,0.153,0.1515,0.9,0.2
71.7,21.4,0.62,22,1.22,24N22P,40.1,0.38,0.238,0.98,0.4
64.3,27.3,0.86,69,1.26,24N22P,12.4,0.467,0.8676,1.01,0.41
50.5,46.9,0.7,24,1.14,18N16P,34.7,0.235,0.2758,0.91,0.44
114.6,18.9,0.72,79,1.12,36N30P,5.6,1.249,1.6746,0.9,0.91
105.7,53.7,0.61,93,1.26,12N10P,4.9,4.068,1.9407,1.01,2.21
81.2,12.6,0.99,48,1.26,12N10P,50.8,0.408,0.1766,1.01,0.31
71.0,23.8,0.95,93,1.2,12N8P,18.1,0.52,0.536,0.96,0.44
44.1,13.7,0.68,68,1.14,9N6P,98.3,0.079,0.0991,0.91,0.1
100.6,41.1,0.6,97,1.29,36N30P,2.1,3.047,4.5257,1.03,1.53
80.0,29.4,0.88,96,1.13,36N30P,4.4,0.595,2.1936,0.9,0.69
81.3,44.7,0.93,75,1.22,24N22P,5.0,1.488,1.903,0.98,1.09
75.6,11.2,0.67,35,1.28,24N20P,41.9,0.304,0.219,1.02,0.24
51.9,14.5,1.0,51,1.29,12N14P,74.6,0.129,0.1378,1.03,0.14
76.9,22.9,0.89,62,1.24,24N22P,12.7,0.633,0.7745,0.99,0.5
113.4,14.1,0.76,34,1.25,24N20P,23.6,1.182,0.3953,1.0,0.67
94.3,26.3,0.8,77,1.18,12N10P,14.4,1.234,0.6514,0.94,0.86
63.5,34.0,0.58,16,1.13,18N16P,56.1,0.394,0.1689,0.9,0.5
66.7,11.8,0.92,44,1.12,24N22P,44.3,0.202,0.2202,0.9,0.19
45.5,32.3,0.5,25,1.2,36N30P,26.2,0.155,0.3791,0.96,0.25
44.1,13.0,0.89,70,1.27,12N14P,71.3,0.076,0.1414,1.02,0.09
97.5,12.0,0.59,46,1.2,12N10P,48.9,0.662,0.1883,0.96,0.42
93.0,44.8,0.79,65,1.18,24N22P,5.4,1.676,1.8475,0.94,1.42
92.3,18.1,0.76,81,1.2,36N30P,6.8,0.667,1.4095,0.96,0.57
61.6,47.4,0.57,81,1.15,18N16P,8.2,0.472,1.1763,0.92,0.66
67.2,54.7,0.77,86,1.3,12N14P,8.1,1.249,1.1759,1.04,0.91
64.0,33.0,0.56,24,1.22,24N20P,26.4,0.44,0.3572,0.98,0.5
65.2,25.0,0.97,12,1.26,12N8P,120.9,0.363,0.0697,1.01,0.39
41.5,32.7,0.91,81,1.13,12N14P,24.8,0.109,0.3425,0.9,0.21
43.3,25.4,0.63,73,1.14,36N30P,13.0,0.112,0.7772,0.91,0.18
88.8,18.1,0.83,94,1.1,12N14P,18.2,0.589,0.479,0.88,0.52
57.3,22.1,0.52,35,1.16,18N16P,43.3,0.198,0.2225,0.93,0.27
107.8,34.7,0.92,36,1.18,24N22P,10.1,2.656,0.9186,0.94,1.48
55.2,26.4,0.9,39,1.16,24N20P,25.8,0.254,0.3709,0.93,0.3
73.1,42.3,0.65,77,1.13,12N8P,11.8,0.844,0.7767,0.9,0.83
81.8,42.7,0.59,60,1.13,24N22P,6.7,1.5,1.3752,0.9,1.05
104.7,39.5,0.63,40,1.23,36N30P,5.8,3.206,1.7796,0.98,1.59
79.5,48.4,0.79,47,1.19,18N16P,10.3,1.383,0.9285,0.95,1.12
76.1,43.6,0.83,22,1.11,24N20P,21.3,0.736,0.4646,0.89,0.93
49.3,25.1,0.65,19,1.28,36N30P,38.7,0.204,0.2568,1.02,0.22
113.0,25.2,0.74,10,1.18,18N16P,67.2,2.323,0.1467,0.94,1.18
95.6,44.3,0.59,50,1.11,12N14P,14.3,2.093,0.6849,0.89,1.49
93.6,37.0,0.88,12,1.3,36N30P,20.3,1.851,0.4671,1.04,1.19
56.0,10.6,0.9,85,1.2,12N8P,56.4,0.101,0.1705,0.96,0.12
100.6,53.8,0.87,65,1.17,24N22P,4.0,2.848,2.3784,0.94,2.0
81.7,45.2,0.69,81,1.27,12N10P,8.4,1.313,1.0983,1.02,1.11
81.4,26.5,0.79,92,1.18,24N22P,7.4,0.878,1.3482,0.94,0.65
83.2,34.4,0.79,48,1.14,12N14P,19.1,0.868,0.4512,0.91,0.88
74.0,36.8,0.78,77,1.25,12N10P,12.5,0.968,0.7524,1.0,0.74
44.5,57.1,0.95,72,1.25,9N6P,19.9,0.305,0.4739,1.0,0.42
91.7,24.4,0.69,60,1.15,24N20P,10.8,0.868,0.8955,0.92,0.75
108.3,39.3,0.76,18,1.28,9N6P,46.6,3.594,0.2137,1.02,1.69
74.5,39.6,0.55,41,1.17,18N16P,15.2,0.962,0.616,0.94,0.81
59.7,58.2,0.97,36,1.26,24N20P,9.8,0.604,0.8869,1.01,0.76
74.3,25.2,0.65,64,1.26,36N30P,7.1,0.522,1.3082,1.01,0.51
53.1,55.4,0.9,21,1.29,24N22P,20.9,0.405,0.4474,1.03,0.57
107.1,10.8,0.69,20,1.28,36N30P,34.6,0.648,0.2586,1.02,0.46
98.3,57.8,0.68,75,1.11,24N20P,3.3,2.851,2.7494,0.89,2.05
83.8,55.9,0.82,58,1.27,12N10P,9.5,1.88,0.993,1.02,1.44
114.0,59.3,0.79,57,1.25,24N22P,3.2,4.848,2.7997,1.0,2.83
54.6,33.3,0.86,57,1.21,12N14P,24.8,0.322,0.3535,0.97,0.36
56.6,47.3,0.83,85,1.17,18N16P,8.7,0.483,1.13,0.94,0.56
45.5,13.3,0.98,55,1.15,12N14P,92.3,0.054,0.1057,0.92,0.1
93.9,23.3,0.79,20,1.11,9N6P,89.4,0.968,0.1053,0.89,0.76
96.8,53.7,0.65,52,1.2,36N30P,3.4,2.806,2.8301,0.96,1.85
95.6,22.2,0.95,57,1.22,36N30P,7.7,1.277,1.2736,0.98,0.75
109.1,32.4,0.52,40,1.26,36N30P,5.7,2.687,1.5648,1.01,1.42
88.3,54.0,0.51,45,1.21,24N20P,5.8,2.278,1.515,0.97,1.55
72.1,40.4,0.83,52,1.25,24N22P,8.6,0.71,1.0833,1.0,0.77
52.5,23.6,0.79,68,1.21,18N16P,21.6,0.189,0.4321,0.97,0.24
111.5,23.0,0.65,98,1.24,24N22P,5.1,1.989,1.8182,0.99,1.05
115.8,24.9,0.85,70,1.28,24N22P,6.0,2.082,1.4996,1.02,1.23
98.2,49.2,0.72,86,1.11,9N6P,9.0,1.991,1.0039,0.89,1.74
95.5,15.2,0.93,24,1.27,12N8P,82.6,0.932,0.1274,1.02,0.51
118.2,16.2,0.74,68,1.29,24N20P,9.7,1.443,0.9785,1.03,0.83
105.4,12.8,0.6,26,1.15,24N22P,37.7,0.786,0.2355,0.92,0.52
99.3,54.6,0.73,63,1.26,12N10P,7.8,2.692,1.249,1.01,1.98
100.3,27.1,0.9,20,1.18,18N16P,33.5,1.559,0.2777,0.94,1.0
45.0,45.4,0.69,29,1.26,36N30P,15.1,0.252,0.6322,1.01,0.34
90.8,11.7,0.72,28,1.16,12N14P,97.2,0.465,0.0999,0.93,0.35
94.7,53.4,0.68,84,1.1,36N30P,2.3,2.429,4.0705,0.88,1.76
90.5,16.5,0.76,57,1.28,18N16P,18.1,0.768,0.4726,1.02,0.5
84.5,48.0,0.89,47,1.1,36N30P,5.4,1.326,1.8058,0.88,1.26
69.3,16.8,0.75,62,1.18,12N14P,35.7,0.278,0.2443,0.94,0.3
117.4,32.4,0.93,74,1.27,12N8P,8.6,2.929,1.0354,1.02,1.64
71.9,14.2,0.83,49,1.18,12N10P,62.8,0.247,0.1689,0.94,0.27
89.3,25.1,0.83,98,1.15,9N6P,18.4,1.1,0.5462,0.92,0.74
