id,stator_od_mm,stator_id_mm,stack_length_mm,slots,poles,turns_per_slot,airgap_mm,ref_voltage_v,kv_rpm_v,kt_nm_a,rated_torque_nm,rated_current_a,resistance_ohm,efficiency_est,mass_est_kg
8061,127.79,81.93,133.01,12,10,14,0.642,48,18.102146361599274,0.5185,15.130121872497325,28.54,0.0632,0.5835,47.019
8062,131.59,89.33,30.34,24,22,25,0.568,48,22.452658507063305,0.4211,4.064633710513664,9.21,0.1967,0.3488,10.411
8063,75.09,53.29,65.8,36,24,52,0.942,24,5.19386356599577,1.8576,1.9764753038651208,1.05,8.6149,0.2764,6.769
8064,97.33,52.86,35.65,12,8,33,0.95,24,53.00361564475936,0.1812,1.673769647813653,8.85,0.1591,0.4819,8.752
8065,91.25,63.96,28.82,12,14,58,0.386,24,28.403091646181124,0.3357,0.8649738295552106,2.51,0.9275,0.3063,4.487
8066,42.28,22.59,57.51,36,24,74,0.715,12,12.576365810346035,0.7653,0.21845257431175594,0.29,37.5481,0.0357,2.699
8067,30.14,19.5,15.31,36,30,27,0.859,12,126.85667018767246,0.0762,0.03576565707654595,0.48,2.3571,0.0775,0.297
8068,100.52,66.22,136.36,24,22,55,0.332,48,2.898745111657878,3.2974,6.187234282091255,1.87,6.9671,0.2876,28.666
8069,123.79,69.08,103.97,9,6,11,0.551,48,47.91910462169711,0.1994,14.305207405369076,74.56,0.012,0.6591,40.32
8070,73.57,46.82,35.94,36,30,26,0.796,24,22.89894610638448,0.4147,1.0185556229811867,2.39,1.079,0.1785,4.255
8071,94.01,58.35,88.87,24,20,63,0.509,24,5.1471380831728695,1.8278,5.44514920458116,2.86,3.4965,0.2704,17.748
8072,100.53,68.84,73.92,24,22,27,0.803,48,11.565459667865142,0.8115,4.965950366862242,5.87,0.6315,0.3743,14.583
8073,123.59,84.48,49.12,9,6,27,0.685,48,38.060126018769125,0.2498,3.9212695202294965,15.99,0.0878,0.628,14.694
8074,31.77,23.09,43.28,36,30,20,0.546,12,55.092146056405944,0.1732,0.10426057865340778,0.61,3.6263,0.1343,0.758
8075,45.16,30.04,38.0,12,10,73,0.871,12,37.3238857834548,0.2535,0.16374340649924107,0.66,4.2893,0.2989,1.588
8076,116.79,78.1,64.81,12,14,44,0.443,48,13.237006943634091,0.7076,4.875085403821812,6.85,0.4683,0.3858,17.965
8077,56.09,39.38,29.6,36,30,11,0.789,12,68.70388064324948,0.1382,0.41061139879821273,2.85,0.3162,0.1635,1.736
8078,56.77,40.86,75.64,24,20,35,0.449,12,15.081853886219614,0.6416,0.6647021973635664,1.03,4.5147,0.2234,4.319
8079,84.16,57.39,55.32,24,22,65,0.549,24,6.81197743893865,1.3926,2.248403684082736,1.56,4.3418,0.3001,7.704
8080,44.86,31.56,66.64,24,20,31,0.532,12,22.34747498898988,0.4303,0.2761619582743825,0.67,5.326,0.2313,2.488
8081,69.96,36.59,53.86,18,16,20,0.387,24,53.0257677243896,0.1799,1.4667534080219553,8.45,0.1771,0.3106,7.039
8082,115.07,75.2,48.85,24,22,32,0.722,48,14.648614864421763,0.6606,2.9539665687904746,4.33,0.7289,0.2677,13.623
8083,79.03,57.6,20.2,12,14,22,0.467,24,110.61544660259693,0.0865,0.40569398482153335,4.54,0.1524,0.189,2.175
8084,68.62,46.74,81.38,9,6,74,0.747,24,15.523337114083489,0.6114,0.5504495961354621,0.86,5.2959,0.3904,7.552
8085,147.33,76.01,35.18,18,16,22,0.306,48,35.50614372449492,0.2634,6.001928647743047,22.55,0.0611,0.2676,20.601
8086,49.91,36.16,24.23,36,30,76,0.578,12,16.183621300907195,0.5801,0.19961365198487838,0.34,15.2518,0.1877,1.054
8087,90.24,47.04,117.14,12,8,66,0.982,24,9.422012125174081,1.0216,5.816525796048634,5.61,1.2578,0.3889,25.535
8088,82.17,52.7,82.74,24,20,44,0.348,24,8.96571502617588,1.0906,2.332233653324635,2.16,2.9996,0.2741,12.089
8089,131.02,88.29,82.28,24,22,29,0.84,48,7.10235129514984,1.3636,15.70739687646407,11.07,0.4087,0.438,28.345
8090,121.73,88.87,93.37,36,24,49,0.972,48,2.476080075957071,3.7516,11.314619464875857,3.09,3.9521,0.375,23.752
8091,40.24,28.56,37.24,9,6,57,0.69,12,74.64819851568193,0.1285,0.06691872517495091,0.5,3.4481,0.3103,1.1
8092,70.14,35.78,40.99,12,14,40,0.835,24,48.56581700164807,0.1997,0.7233855555105979,3.8,0.4479,0.2104,5.484
8093,122.13,74.14,134.16,9,6,34,0.58,48,12.010256425616463,0.7809,8.119187816355877,10.84,0.3159,0.5681,46.449
8094,78.18,45.05,53.06,12,10,70,0.834,24,18.572940315744795,0.5132,0.9576965807962174,1.84,2.0799,0.3736,7.962
8095,127.46,72.58,28.91,36,24,12,0.927,48,48.1537041929791,0.1973,2.6927568984220107,13.64,0.0784,0.1357,11.667
8096,137.25,99.06,62.65,12,10,17,0.912,48,24.827589087815575,0.3876,4.594103928520445,12.26,0.1063,0.4874,20.78
8097,63.57,36.14,19.74,36,24,25,0.634,24,55.05378359499305,0.172,0.3258454188464816,1.85,0.7737,0.1281,1.985
8098,68.32,44.09,92.19,12,14,55,0.763,24,14.453737284923458,0.6558,0.8897040578812949,1.32,3.579,0.2381,9.231
8099,148.98,91.77,52.44,36,24,76,0.991,48,2.4290350528156934,3.9481,12.102797008686345,3.15,3.6444,0.3803,26.55
8100,103.59,75.98,135.14,12,10,56,0.995,48,5.282239849401743,1.8246,2.6576375357390956,1.52,4.7536,0.387,24.63
8101,84.1,48.58,77.39,9,6,74,0.916,24,14.194241134366527,0.6728,2.6633059378643145,3.83,1.1526,0.4954,13.408
8102,59.02,40.77,74.7,18,12,69,0.948,12,10.588569025491392,0.8981,0.6795061569951772,0.75,9.3309,0.1753,5.0
8103,143.87,72.61,71.98,12,8,78,0.663,48,7.90256072523835,1.2075,13.533715462423839,11.44,0.5264,0.5699,40.82
8104,54.95,38.67,64.33,24,20,57,0.654,12,10.863012675014955,0.8814,0.5506326865529045,0.63,10.3144,0.1761,3.603
8105,105.07,67.74,39.05,36,24,51,0.719,48,7.639573640550695,1.2341,2.969363307568014,2.32,2.4662,0.3037,9.258
8106,121.13,65.29,65.16,36,30,55,0.458,48,4.733576769226751,2.0056,7.74897469725933,3.94,2.442,0.3088,24.93
8107,103.31,56.23,58.95,18,16,7,0.833,48,93.8579654320889,0.103,3.9068933109014745,38.89,0.0155,0.2109,16.275
8108,73.13,49.71,79.09,18,12,70,0.304,24,6.758100912924959,1.4032,2.3731631345415902,1.77,4.314,0.3693,8.361
8109,89.37,59.24,90.21,24,22,24,0.726,24,11.675668013489815,0.8291,5.443837019504322,6.4,0.6039,0.4084,14.848
8110,45.15,30.12,66.42,12,10,66,0.938,12,25.41931353742191,0.3742,0.2935966192032829,0.78,5.2032,0.2902,2.761
8111,118.71,62.04,99.1,36,30,19,0.948,48,9.491241758077129,1.018,12.854800270585935,13.21,0.3684,0.3045,37.312
8112,144.22,97.12,83.95,12,8,76,0.762,48,4.788962591652076,1.9714,9.833267832312526,4.91,1.4449,0.5577,35.078
8113,46.82,35.11,21.95,12,10,11,0.302,12,363.80505841407825,0.026,0.045328968370466745,1.69,0.175,0.1121,0.774
8114,113.91,83.01,162.61,36,24,38,0.451,48,1.9964952493997143,4.69,20.408828501695485,4.2,3.7595,0.3408,36.361
8115,92.49,65.4,67.09,24,22,44,0.379,24,9.212492122069383,1.0281,3.155077810452767,3.17,1.7396,0.3342,10.546
8116,68.76,48.71,89.89,12,14,30,0.537,24,22.680050429162726,0.4195,0.7352462670707901,1.8,1.4251,0.2583,7.783
8117,55.79,41.41,38.06,12,14,63,0.652,12,28.988023560790786,0.3268,0.17494462646252273,0.56,4.6981,0.2706,1.956
8118,98.17,64.46,101.25,12,14,11,0.909,24,45.433847768817145,0.2105,3.655264797180819,18.03,0.0602,0.3289,20.404
8119,45.27,30.08,56.32,12,14,13,0.763,12,133.9503456485754,0.0702,0.2652365045479296,3.91,0.1774,0.2144,2.369
8120,149.64,86.01,196.55,24,20,58,0.945,48,1.3966169175546033,6.6293,43.363611963804345,6.45,3.0537,0.296,108.325
8121,69.82,39.0,31.14,18,16,73,0.954,24,21.030920070976368,0.4454,0.8225686000931285,1.91,1.8354,0.3057,3.839
8122,64.59,32.51,65.61,24,20,55,0.874,24,13.85783025031636,0.7015,0.9792779405712899,1.45,4.3497,0.2395,7.512
8123,60.31,39.81,21.56,24,22,21,0.542,24,81.3998067787863,0.119,0.2582892471549496,2.13,0.4467,0.1258,1.626
8124,134.51,93.22,35.67,12,14,64,0.677,48,15.459451330648118,0.6229,5.266357134455392,8.4,0.4064,0.5073,12.331
8125,58.96,43.29,51.27,12,14,49,0.612,12,27.332696263333037,0.3474,0.4802598987360528,1.34,1.9256,0.3388,3.019
8126,102.01,63.85,82.51,36,30,46,0.558,48,4.601119219771271,2.0558,6.857329304359824,3.24,3.0731,0.3093,19.193
8128,124.69,72.35,82.34,12,14,6,0.411,48,93.97017243698131,0.1002,8.778873686154878,91.41,0.0056,0.2634,31.214
8129,81.41,45.09,75.37,18,16,44,0.839,24,12.977615899414019,0.7408,3.3002438661156095,4.39,1.0325,0.3863,12.724
8130,125.02,80.24,109.04,12,8,13,0.715,48,25.32903102463185,0.3701,9.715495970241061,27.29,0.052,0.5324,36.843
8131,102.13,62.14,139.89,9,6,18,0.373,48,26.49493396255977,0.3568,5.542022855036989,14.82,0.1227,0.4819,33.775
8132,117.28,61.38,88.63,9,6,33,0.351,48,24.689832462871333,0.3872,5.309636683297876,14.43,0.1596,0.5199,32.538
8133,134.96,73.39,29.86,9,6,77,0.457,48,25.795813885286115,0.3766,3.408590232296441,9.28,0.3107,0.6291,14.077
8134,116.32,65.14,92.84,24,22,34,0.772,48,7.3037109830630484,1.2877,9.758508936423285,7.92,0.7165,0.3319,31.694
8135,67.02,44.63,14.51,18,16,65,0.49,24,44.66729032530231,0.2102,0.27705870528740084,1.35,1.4102,0.2866,1.333
8136,148.23,93.22,170.19,12,10,45,0.723,48,4.614683017481113,2.0238,19.275367490585175,9.61,0.7578,0.5141,83.093
8137,43.03,30.59,37.58,24,20,42,0.943,12,35.56644068374824,0.2691,0.19477236439735637,0.74,3.887,0.2122,1.266
8138,115.07,84.7,40.54,9,6,40,0.356,48,26.61722849804408,0.3638,1.2221150981190483,3.33,0.5626,0.4864,9.038
8139,36.01,20.39,46.59,18,16,23,0.521,12,111.18131130876368,0.087,0.11101631223626045,1.32,1.0719,0.1158,1.508
8140,106.27,76.0,40.85,9,6,16,0.707,48,83.12301589728828,0.1131,1.978283988341303,17.09,0.0419,0.543,8.287
8141,126.32,75.19,26.06,18,12,50,0.655,48,23.158799441864254,0.4147,3.368397729065897,7.96,0.3225,0.4542,9.87
8142,92.92,48.33,133.8,12,8,41,0.544,24,13.42063452643124,0.7258,5.6544602798638195,7.76,0.6372,0.4584,30.976
8143,96.6,67.54,105.65,18,16,18,0.748,24,14.803593940509973,0.6492,5.103919456311395,7.77,0.3373,0.4487,18.525
8144,51.31,30.85,12.29,24,20,11,0.398,12,418.8092727166034,0.0225,0.10035616099993655,4.43,0.0695,0.0868,0.76
8145,78.57,49.08,93.83,36,24,77,0.865,24,2.7239346826168873,3.5499,3.3935605911910067,0.97,18.9835,0.0871,12.984
8146,65.14,47.51,92.18,12,8,36,0.717,24,19.58598843310797,0.4939,0.9744495048477961,2.04,1.5298,0.4846,6.732
8147,80.58,49.58,53.74,18,12,14,0.996,24,52.68461186019888,0.1802,1.8534119749401299,10.3,0.1061,0.3859,7.972
8148,141.74,95.71,106.43,9,6,7,0.535,48,60.7787805601459,0.1575,11.578817491251577,70.92,0.0088,0.5792,42.762
8149,145.86,99.73,213.04,24,22,77,0.965,48,0.9088337286766589,10.1314,39.752729838272714,3.85,7.4012,0.1787,88.707
8150,44.12,28.45,19.24,36,30,58,0.661,12,32.636004642973234,0.2876,0.11909759850474916,0.4,7.8239,0.1355,0.804
8151,44.33,32.32,65.78,36,24,52,0.696,12,9.328491468928203,1.0413,0.413732227679335,0.38,22.8914,0.1029,2.225
8152,101.38,70.21,102.36,18,12,50,0.592,48,5.750758994122634,1.6517,4.500313454016135,2.86,2.4868,0.4606,20.121
8153,147.48,93.05,181.22,12,14,26,0.38,48,7.253520385791802,1.3268,17.85407514272606,13.75,0.3228,0.4048,87.213
8154,46.63,31.75,55.77,12,8,42,0.856,12,40.652608856816435,0.2311,0.18847728506524156,0.86,2.6174,0.3079,2.39
8155,118.67,74.62,85.6,9,6,73,0.853,48,8.541446452849337,1.1084,9.587635981700782,8.7,0.5995,0.6417,26.79
8156,34.32,21.12,43.69,36,24,69,0.642,12,18.141638290427906,0.5369,0.11423214327357013,0.22,34.7077,0.1078,1.175
8157,142.75,84.9,180.06,12,8,49,0.577,48,4.385680062477042,2.2396,22.722151116279843,10.24,0.8017,0.5199,87.169
8158,113.3,59.77,75.49,24,22,49,0.409,48,6.6380716993285915,1.4325,6.793405861321543,4.65,1.4497,0.3378,25.709
8159,136.01,99.56,35.11,18,16,20,0.916,48,25.036098539563316,0.3824,7.867449877342815,19.81,0.0694,0.5699,11.082
8160,55.06,34.87,57.45,12,8,40,0.812,12,41.23525601050446,0.2348,0.404075583169678,1.73,1.285,0.3501,3.834
8161,122.41,64.13,168.93,12,8,20,0.614,48,14.057332234861452,0.6697,16.245050983267124,23.39,0.131,0.5324,67.504
8162,101.79,63.5,124.48,12,8,53,0.965,48,7.736467566001415,1.237,9.075307894532475,7.6,0.8167,0.5615,28.964
8163,85.85,61.17,26.69,18,12,68,0.681,24,21.271648287138458,0.4482,0.7471126453660261,1.64,2.0036,0.3802,3.561
8164,67.55,49.32,52.05,9,6,50,0.739,24,35.22466716490785,0.2695,0.10049557013930334,0.36,6.2252,0.1654,4.075
8165,99.4,54.85,50.45,18,12,38,0.759,24,18.732006843904415,0.5184,2.9056473391784876,5.87,0.4889,0.46,12.743
8166,95.57,65.95,76.55,18,16,65,0.424,24,6.261578340398283,1.5492,2.731910599717355,1.73,4.1446,0.3221,13.46
8167,73.65,51.9,105.16,18,16,21,0.914,24,18.07036310828393,0.5312,2.104458791704971,4.09,0.7231,0.352,10.552
8168,71.54,41.81,40.93,12,14,80,0.612,24,22.67334173337322,0.4235,1.0386422418004555,2.49,1.4161,0.3752,5.069
8169,122.95,63.04,158.01,9,6,25,0.613,48,16.093298832856174,0.5808,18.607702059080598,30.69,0.0914,0.6597,64.718
8170,147.95,97.19,88.29,18,16,56,0.986,48,4.5578426275335655,2.1412,13.576896297848883,6.48,1.1438,0.4511,40.382
8171,53.17,33.3,40.29,12,8,43,0.542,12,53.988728422072974,0.1747,0.2377838370202061,1.37,1.2931,0.3286,2.543
8172,136.56,74.86,73.65,18,12,19,0.546,48,19.985257101806614,0.4853,10.59771678288645,22.62,0.0914,0.5135,35.31
8173,66.16,33.69,75.74,18,12,77,0.589,24,11.385989266963033,0.8246,0.7850574068577575,0.95,8.1501,0.2393,9.026
8174,136.25,73.72,46.76,12,10,69,0.622,48,13.321436444834688,0.7069,6.362561051429468,8.75,0.4507,0.5255,22.569
8175,101.27,71.21,79.77,12,10,74,0.962,48,8.707481099071115,1.0826,3.448169617508898,3.23,1.9047,0.4737,15.203
8176,86.65,57.48,102.05,18,16,10,0.977,24,31.5365666955503,0.2996,4.5564518960755676,15.89,0.0872,0.3827,15.771
8177,111.9,65.5,92.53,9,6,49,0.849,48,13.80865501517965,0.6987,7.581371161823552,10.92,0.3287,0.6261,27.996
8178,94.9,59.26,90.47,36,24,45,0.453,24,4.515355042305679,2.1386,4.88985554540918,2.2,4.796,0.2469,18.268
8179,81.89,45.86,45.68,12,10,49,0.485,24,28.08119730274321,0.3373,1.4665271383962168,4.41,0.5442,0.4264,7.728
8180,31.64,22.6,8.01,36,30,8,0.532,12,752.3300930897549,0.0127,0.018127339702836018,1.45,0.1402,0.0301,0.144
8181,125.49,75.68,104.3,36,30,25,0.952,48,5.972451890162618,1.5999,15.603013381417725,9.74,0.6989,0.3149,38.416
8182,147.29,97.9,61.27,12,8,48,0.469,48,11.453483397102485,0.836,8.186851757012315,10.12,0.3567,0.6212,27.271
8183,143.7,97.11,37.28,24,22,50,0.395,48,9.577330637939495,0.9935,4.8072262568358735,4.98,0.861,0.3451,15.376
8184,98.95,62.89,35.67,12,8,37,0.775,24,36.725534828457654,0.2558,2.2102741533578745,8.55,0.1962,0.582,7.651
8185,83.72,57.73,48.41,18,12,71,0.58,24,9.958788254944709,0.9768,1.7325812232493663,1.74,3.0177,0.4311,6.544
8186,118.55,79.48,162.38,24,20,12,0.33,48,10.196799232823894,0.945,19.67002656499169,21.33,0.1591,0.4767,46.181
8187,77.66,53.48,37.41,18,16,74,0.607,24,16.38353119819277,0.5838,0.9453341554084801,1.57,2.7994,0.3256,4.36
8188,62.14,44.56,25.71,36,30,29,0.509,24,28.712716266554978,0.3299,0.4161440323187592,1.24,1.7283,0.2026,1.773
8189,62.98,32.29,14.96,12,14,43,0.995,24,147.2961106722867,0.0638,0.12720045723405057,1.95,0.4535,0.0915,1.608
8190,50.88,33.48,71.95,36,24,8,0.937,12,60.33279023572286,0.1556,0.6020858029846551,3.76,0.389,0.1526,3.881
8191,141.56,71.66,204.09,18,16,42,0.976,48,3.614644572588189,2.6474,38.65562819041873,14.89,0.7498,0.4014,111.812
8192,140.54,81.32,31.13,24,22,69,0.58,48,7.536734648926532,1.2675,6.988798605766373,5.58,0.8855,0.4016,15.033
8193,125.21,72.54,171.37,36,24,58,0.306,48,1.4149003663742798,6.7474,25.638335201935316,3.7,6.801,0.213,65.608
8194,99.61,63.92,45.89,24,20,28,0.829,24,20.606125209034552,0.4566,2.204878435053928,4.8,0.5302,0.3237,9.846
8195,39.82,26.75,23.21,24,22,66,0.654,12,38.63226875655536,0.2464,0.08670444678705569,0.35,8.3977,0.17,0.742
8196,43.88,29.52,25.65,9,6,17,0.498,12,354.0317734942115,0.0272,0.04006291946247933,1.53,0.2587,0.1377,0.994
8197,127.94,84.66,71.48,18,12,24,0.918,48,14.933056286533686,0.6385,11.175299058746027,17.49,0.1493,0.5547,24.174
8198,126.09,86.98,176.62,12,14,35,0.829,48,6.556415850905734,1.4664,11.284976035661112,7.54,0.7675,0.4054,54.093
8199,118.13,72.08,25.69,18,16,48,0.9,48,23.954335163140307,0.4046,2.388036677316331,6.13,0.3922,0.3523,8.272
8200,74.47,51.32,34.84,24,22,18,0.537,24,55.852536634296584,0.169,0.7437268934410255,4.45,0.2823,0.1759,3.729
8201,105.23,58.13,119.57,36,24,11,0.481,48,13.651505334108919,0.7111,7.166201107565158,9.79,0.3421,0.1927,33.82
8202,64.95,44.19,67.3,9,6,13,0.737,24,104.6259057387468,0.0923,0.38334408663940933,3.97,0.1714,0.2544,5.605
8203,58.36,33.94,22.59,18,12,75,0.894,12,36.902354607243275,0.2619,0.19252656104201424,0.76,3.5715,0.2656,1.871
8204,54.04,37.39,75.86,24,22,80,0.992,12,7.555399397919625,1.2416,0.9125103145140235,0.71,14.9261,0.0423,4.245
8205,65.18,43.82,70.94,12,14,68,0.425,24,13.796415701028826,0.701,1.0547393412741672,1.45,3.2171,0.3383,6.07
8206,109.72,72.61,142.53,12,14,32,0.789,48,8.790426837115229,1.1031,10.754050781120943,9.99,0.4293,0.49,35.448
8207,80.53,55.44,110.6,36,24,19,0.596,24,9.429220090116953,1.0059,3.2517170512338804,3.27,1.6409,0.2872,13.871
8208,119.96,73.54,165.31,12,10,80,0.566,48,3.6368476922892903,2.6207,15.518164110812952,5.94,2.0581,0.4235,54.575
8209,73.79,40.07,57.42,12,10,32,0.672,24,38.286480018369055,0.2486,1.8661867673051278,7.58,0.2402,0.4444,8.103
8210,128.25,83.14,87.71,12,8,41,0.426,48,10.882260908182184,0.8678,7.123530721781697,8.03,0.473,0.5708,30.743
8211,119.6,68.12,28.29,9,6,6,0.62,48,374.006617061154,0.0257,2.0547039595711327,81.04,0.0026,0.3202,10.049
8212,47.33,34.86,26.73,12,8,80,0.461,12,44.409952849353225,0.217,0.08959300103799485,0.4,6.0754,0.3114,1.007
8213,125.77,68.21,75.94,18,12,29,0.587,48,16.241129644050705,0.5874,6.97911956326645,11.34,0.2809,0.4273,31.171
8214,90.33,60.65,89.45,18,16,33,0.303,24,10.60674338945307,0.9046,2.8832759595058084,3.26,1.2569,0.344,14.733
8215,69.77,36.32,35.46,9,6,54,0.321,24,56.745361042692636,0.1691,0.4525317823722748,2.66,0.6306,0.4327,4.625
8216,94.62,49.44,20.15,12,8,30,0.522,24,116.73288783529554,0.0825,0.9107762087356585,11.2,0.0785,0.4156,4.822
8217,33.63,19.48,26.81,24,22,15,0.652,12,200.98202429326363,0.0484,0.07231547601474742,1.56,0.4646,0.0863,0.74
8218,30.86,17.2,9.33,12,10,26,0.595,12,943.7051189346043,0.0102,0.015371051931635616,1.49,0.211,0.0655,0.225
8219,86.88,46.0,84.34,9,6,13,0.875,24,75.84947361287225,0.1237,2.2432784332860987,19.04,0.0431,0.4823,16.837
8220,99.67,55.13,53.2,24,20,48,0.431,24,11.156761091558884,0.8681,3.3567746653423596,3.83,1.2568,0.3132,13.481
8221,112.37,69.39,64.67,18,12,40,0.853,48,12.15378468388992,0.7695,5.397089116993057,7.29,0.5294,0.5221,18.571
8222,118.63,68.08,76.37,24,22,40,0.769,48,7.1898025100337035,1.3341,7.166871271178533,5.43,1.0397,0.3432,26.492
8223,126.72,86.32,164.3,18,16,75,0.612,48,1.9093588980901077,5.0569,16.639057031764718,3.19,5.2015,0.3332,51.98
8224,103.37,57.43,80.07,12,8,53,0.628,48,11.09122900106877,0.8452,5.092004996761484,5.83,0.7244,0.5188,21.741
8225,42.0,23.08,39.15,36,24,38,0.93,12,31.002602400393958,0.3071,0.17655410170596866,0.57,6.7023,0.1533,1.772
8226,118.05,70.61,136.45,24,20,31,0.746,48,4.977784185809997,1.9473,15.78044875400204,7.81,0.947,0.4025,44.883
8227,115.08,67.32,48.73,24,22,32,0.923,48,15.47826054628528,0.6278,5.4746744457939185,8.97,0.3436,0.3448,15.604
8228,84.16,54.2,99.85,12,8,67,0.937,24,8.433834987768378,1.1131,3.269883033386374,3.02,2.1039,0.4101,15.216
8229,61.38,34.7,61.34,12,14,20,0.69,24,79.92374197455578,0.1177,0.7368398423862225,6.47,0.1813,0.1713,5.78
8230,115.48,68.56,68.4,24,22,60,0.866,48,5.533642003356023,1.7479,7.845375928284442,4.68,1.6449,0.365,21.712
8231,78.34,42.27,61.75,36,24,35,0.798,24,12.364598344349863,0.7784,1.6348262333782329,2.02,2.7776,0.2231,9.873
8232,69.51,44.6,58.85,36,24,66,0.569,24,6.049571040591979,1.5797,1.3475218338796877,0.81,12.4944,0.2211,6.146
8233,62.77,44.06,26.51,36,24,68,0.827,24,12.23097179142397,0.7972,0.45272527793229544,0.57,9.0764,0.2981,1.948
8234,130.39,85.52,74.69,18,12,71,0.567,48,4.779300525235944,2.0403,7.015177948332983,3.36,2.3893,0.4783,26.598
8235,101.98,53.17,38.49,12,10,38,0.485,48,37.242164127063134,0.2593,2.6165442160829713,9.87,0.1735,0.3993,10.714
8236,73.42,38.08,105.47,12,8,23,0.778,24,36.61708198438596,0.2642,2.0915487678069993,8.21,0.2663,0.4607,15.276
8237,147.61,83.02,173.66,24,20,69,0.878,48,1.4896294457098538,6.2462,29.67464785996916,4.6,4.5284,0.2681,95.094
8238,86.07,58.24,90.46,24,20,5,0.413,24,61.05932535843793,0.1582,3.3062083162472584,21.68,0.0372,0.2345,13.352
8239,140.76,101.46,56.18,12,10,19,0.484,48,25.60436666010735,0.3708,4.46557858330647,12.0,0.1141,0.45,19.662
8240,114.03,67.66,63.39,18,12,13,0.375,48,36.64855134325874,0.2639,3.9411882907234874,15.43,0.0797,0.3074,19.631
8241,92.93,68.11,67.96,24,20,21,0.578,24,15.450722493979868,0.6224,2.4610541607766474,3.94,0.6798,0.3199,9.985
8242,135.89,70.11,156.86,24,22,22,0.796,48,6.504565831009575,1.4392,25.922869778718468,18.54,0.3221,0.3842,78.131
8243,142.37,99.19,212.08,9,6,5,0.95,48,43.10949242666909,0.2237,27.555240031127504,121.3,0.0064,0.6386,81.299
8244,68.28,50.22,14.0,18,12,32,0.359,24,87.15627586844633,0.111,0.2463270448395081,2.17,0.4443,0.3227,1.101
8245,137.63,91.85,127.42,18,12,28,0.666,48,7.483750698789876,1.2964,13.866553940799054,10.41,0.4798,0.5047,49.207
8246,85.84,43.2,53.78,36,24,27,0.821,24,16.7389790858416,0.5716,2.8684818797306018,4.88,0.7822,0.2504,10.878
8247,111.11,59.17,150.37,12,10,44,0.454,48,7.152809875675867,1.3369,12.118697573680874,8.95,0.6728,0.5022,48.878
8248,41.28,30.13,43.42,36,24,12,0.308,12,79.31046175301849,0.1185,0.127972129659089,1.07,1.2614,0.1175,1.27
8249,36.3,21.71,20.81,36,24,44,0.72,12,51.02521568072137,0.1896,0.08939241519768122,0.45,5.468,0.1357,0.647
8250,130.74,71.31,192.14,9,6,64,0.543,48,4.133146527593745,2.3354,23.827377314099913,10.37,0.833,0.5539,84.799
8251,60.72,38.14,15.59,12,14,64,0.532,24,89.60629133294246,0.1065,0.13581713160176337,1.33,1.0876,0.1418,1.279
8252,144.61,83.37,61.57,9,6,38,0.611,48,23.99331168355128,0.4037,11.470270604003646,28.61,0.0787,0.6894,31.599
8253,92.78,56.14,61.29,18,16,25,0.448,24,23.010173828961854,0.416,3.542482111853708,8.77,0.2536,0.4259,12.291
8254,127.29,63.95,61.84,24,22,58,0.783,48,7.034004881811134,1.3725,5.705228127955358,4.28,1.5803,0.2613,27.535
8255,45.27,27.45,59.87,12,8,15,0.469,12,135.93816976355447,0.0697,0.35355654051889696,5.02,0.1658,0.3779,2.851
8256,94.83,64.64,108.49,18,16,53,0.884,24,5.715818462789223,1.6568,5.107394645147486,3.11,2.5289,0.323,19.196
8257,114.59,74.62,103.68,12,10,16,0.41,48,25.577035969106596,0.3745,8.025392873957571,20.97,0.0788,0.5289,28.823
8258,100.01,61.99,127.01,18,12,69,0.945,48,3.305872835005795,2.9276,9.038783028172055,3.02,3.8814,0.4176,28.756
8259,34.79,22.81,23.48,12,8,47,0.658,12,134.38624950039573,0.0723,0.03668895647568529,0.49,2.392,0.1818,0.596
8260,78.61,43.5,61.7,12,8,20,0.909,24,59.88929836943905,0.1616,1.5846779877533772,9.77,0.1254,0.4249,9.723
8261,129.13,94.16,162.48,18,16,76,0.673,48,1.7010349068412522,5.69,19.77700554459842,3.47,4.852,0.3442,46.631
8262,59.47,37.93,37.39,12,14,78,0.881,12,30.369801179583853,0.3172,0.37601245219872337,1.18,2.6466,0.2993,2.882
8263,85.4,46.03,31.83,12,14,35,0.315,24,56.96113142706711,0.1663,1.2597933441948688,7.26,0.1823,0.2707,6.054
8264,144.61,77.23,160.16,24,20,48,0.922,48,2.844812563940467,3.4362,19.538125209106973,5.75,2.3263,0.3228,87.998
8265,50.44,35.71,24.94,9,6,69,0.702,12,69.09528021993285,0.1371,0.041341433643549315,0.31,5.4055,0.2252,1.163
8266,114.71,85.84,41.1,18,12,18,0.654,48,32.62315949148466,0.2982,2.503086001424235,8.77,0.1485,0.4496,8.747
8267,51.09,32.57,26.62,12,8,12,0.9,12,333.3269361236506,0.0291,0.16723017647894928,5.77,0.0625,0.2233,1.517
8268,77.85,49.14,69.55,24,22,50,0.328,24,8.608172480535654,1.1203,2.7685955980541466,2.4,2.6048,0.3017,9.323
8269,38.97,22.27,55.15,9,6,7,0.427,12,589.4534125457036,0.0159,0.1153524562998882,7.33,0.0374,0.1536,2.073
8270,129.78,69.11,65.78,18,12,21,0.901,48,21.04696087893241,0.4566,10.702217239102534,23.19,0.0886,0.4847,29.171
